dept_code;dept_name;muni_code;muni_name;muni_name;poblacion_2025;CEN/POP;VOTE DIF;AVEWIN;LANDSLIDE;area_km2;Pop/km2;mesas_total;censo_mujeres;censo_hombres;puestos;Personas/puesto;mesas_censo;mesas_escrutadas;Personas/mesa;DIF-MESAS;Elect/poblacion;censo_electoral;votantes;% votantes;votos_validos;votos_nulos;votos_blancos;cepeda;espriella;% blanco;% nulos;%cepeda;%espriella;SUM;DIF
7;BOYACA;64;CHINAVITA;CHINAVITA;3.257;94,60 %;1.178;TRUE;TRUE;148;22;10;1.505;1.576;2;1.541;10;10;308;0;94,60 %;3.081;2.139;69,43 %;2.127;11;13;468;1.646;0,61 %;0,51 %;21,88 %;76,95 %;99,95 %;-1
7;BOYACA;256;SANTA SOFIA;SANTA SOFIA;3.275;99,94 %;1.476;TRUE;TRUE;78;42;10;1.609;1.664;1;3.273;10;10;327;0;99,94 %;3.273;2.324;71,01 %;2.301;20;27;399;1.875;1,16 %;0,86 %;17,17 %;80,68 %;99,87 %;-3
7;BOYACA;91;FLORESTA;FLORESTA;3.295;108,25 %;1.427;TRUE;TRUE;85;39;11;1.873;1.694;2;1.784;11;11;324;0;108,25 %;3.567;2.631;73,76 %;2.614;11;37;575;2.002;1,41 %;0,42 %;21,85 %;76,09 %;99,77 %;-6
17;CHOCO;40;SIPI;SIPI;3.296;96,66 %;-1.355;FALSE;FALSE;196;17;12;1.487;1.699;8;398;12;12;266;0;96,66 %;3.186;1.704;53,48 %;1.677;21;10;1.511;156;0,59 %;1,23 %;88,67 %;9,15 %;99,65 %;-6
7;BOYACA;179;PAEZ;PAEZ;3.308;72,73 %;1.152;TRUE;TRUE;1.852;2;8;1.132;1.274;3;802;8;8;301;0;72,73 %;2.406;1.804;74,98 %;1.791;9;29;305;1.457;1,61 %;0,50 %;16,91 %;80,76 %;99,78 %;-4
1;ANTIOQUIA;193;OLAYA;OLAYA;3.325;90,32 %;1.064;TRUE;TRUE;90;37;10;1.426;1.577;4;751;10;10;300;0;90,32 %;3.003;1.843;61,37 %;1.827;11;15;374;1.438;0,81 %;0,60 %;20,29 %;78,02 %;99,73 %;-5
7;BOYACA;311;TIPACOQUE;TIPACOQUE;3.355;107,87 %;1.263;TRUE;TRUE;72;47;11;1.703;1.916;2;1.810;11;11;329;0;107,87 %;3.619;2.269;62,70 %;2.248;15;17;484;1.747;0,75 %;0,66 %;21,33 %;76,99 %;99,74 %;-6
27;SANTANDER;49;CONFINES;CONFINES;3.380;84,82 %;1.660;TRUE;TRUE;88;38;10;1.279;1.588;2;1.434;10;10;287;0;84,82 %;2.867;2.126;74,15 %;2.113;7;25;214;1.874;1,18 %;0,33 %;10,07 %;88,15 %;99,72 %;-6
7;BOYACA;310;TINJACA;TINJACA;3.418;91,16 %;668;TRUE;FALSE;79;43;9;1.529;1.587;1;3.116;9;9;346;0;91,16 %;3.116;2.437;78,21 %;2.418;16;34;858;1.526;1,40 %;0,66 %;35,21 %;62,62 %;99,88 %;-3
27;SANTANDER;112;JESUS MARIA;JESUS MARIA;3.426;99,47 %;712;TRUE;FALSE;72;48;11;1.601;1.807;4;852;11;11;310;0;99,47 %;3.408;2.141;62,82 %;2.120;19;26;691;1.403;1,21 %;0,89 %;32,27 %;65,53 %;99,91 %;-2
7;BOYACA;109;GUAYATA;GUAYATA;3.458;112,52 %;1.762;TRUE;TRUE;103;34;11;1.853;2.038;1;3.891;11;11;354;0;112,52 %;3.891;2.765;71,06 %;2.753;10;21;485;2.247;0,76 %;0,36 %;17,54 %;81,27 %;99,93 %;-2
27;SANTANDER;194;SANTA HELENA DEL OPON;SANTA HELENA DEL OPON;3.500;96,43 %;1.611;TRUE;TRUE;387;9;12;1.473;1.902;5;675;12;12;281;0;96,43 %;3.375;2.153;63,79 %;2.143;7;30;251;1.862;1,39 %;0,33 %;11,66 %;86,48 %;99,86 %;-3
27;SANTANDER;79;ENCISO;ENCISO;3.535;99,09 %;1.658;TRUE;TRUE;72;49;15;1.616;1.887;8;438;15;15;234;0;99,09 %;3.503;2.421;69,11 %;2.406;13;26;361;2.019;1,07 %;0,54 %;14,91 %;83,40 %;99,92 %;-2
15;CUNDINAMARCA;106;GAMA;GAMA;3.545;88,66 %;1.125;TRUE;TRUE;123;29;9;1.519;1.624;2;1.572;9;9;349;0;88,66 %;3.143;2.150;68,41 %;2.127;18;26;488;1.613;1,21 %;0,84 %;22,70 %;75,02 %;99,77 %;-5
7;BOYACA;127;LABRANZAGRANDE;LABRANZAGRANDE;3.562;88,60 %;1.473;TRUE;TRUE;625;6;10;1.456;1.700;2;1.578;10;10;316;0;88,60 %;3.156;2.298;72,81 %;2.284;11;17;397;1.870;0,74 %;0,48 %;17,28 %;81,38 %;99,87 %;-3
7;BOYACA;251;SANTA MARIA;SANTA MARIA;3.567;87,86 %;506;TRUE;FALSE;314;11;11;1.474;1.660;3;1.045;11;11;285;0;87,86 %;3.134;2.121;67,68 %;2.092;25;34;776;1.282;1,60 %;1,18 %;36,59 %;60,44 %;99,81 %;-4
15;CUNDINAMARCA;286;TIBIRITA;TIBIRITA;3.623;83,27 %;774;TRUE;FALSE;57;64;9;1.421;1.596;1;3.017;9;9;335;0;83,27 %;3.017;2.035;67,45 %;2.015;15;21;610;1.384;1,03 %;0,74 %;29,98 %;68,01 %;99,75 %;-5
7;BOYACA;52;COPER;COPER;3.641;87,67 %;1.515;TRUE;TRUE;202;18;12;1.435;1.757;5;638;12;12;266;0;87,67 %;3.192;2.089;65,44 %;2.080;7;13;276;1.791;0,62 %;0,34 %;13,21 %;85,73 %;99,90 %;-2
46;CASANARE;800;SABANALARGA;SABANALARGA;3.646;77,13 %;1.097;TRUE;TRUE;421;9;10;1.365;1.447;3;937;10;10;281;0;77,13 %;2.812;2.088;74,25 %;2.065;21;24;472;1.569;1,15 %;1,01 %;22,61 %;75,14 %;99,90 %;-2
68;VAUPES;4;CARURU;CARURU;3.653;47,71 %;-546;FALSE;FALSE;6.271;1;6;759;984;2;872;6;6;291;0;47,71 %;1.743;769;44,12 %;765;3;5;653;107;0,65 %;0,39 %;84,92 %;13,91 %;99,87 %;-1
25;NORTE DE SAN;82;SANTIAGO;SANTIAGO;3.754;139,82 %;1.670;TRUE;TRUE;445;8;16;2.414;2.835;3;1.750;16;16;328;0;139,82 %;5.249;2.324;44,28 %;2.314;9;16;314;1.984;0,69 %;0,39 %;13,51 %;85,37 %;99,96 %;-1
7;BOYACA;319;TOPAGA;TOPAGA;3.771;92,18 %;1.137;TRUE;TRUE;37;102;11;1.814;1.662;2;1.738;11;11;316;0;92,18 %;3.476;2.640;75,95 %;2.614;21;45;716;1.853;1,70 %;0,80 %;27,12 %;70,19 %;99,81 %;-5
7;BOYACA;43;CERINZA;CERINZA;3.779;96,80 %;406;TRUE;FALSE;61;62;11;1.893;1.765;1;3.658;11;11;333;0;96,80 %;3.658;2.609;71,32 %;2.571;35;55;1.055;1.461;2,11 %;1,34 %;40,44 %;56,00 %;99,89 %;-3
15;CUNDINAMARCA;205;PULI;PULI;3.792;76,13 %;740;TRUE;TRUE;223;17;11;1.288;1.599;4;722;11;11;262;0;76,13 %;2.887;1.609;55,73 %;1.598;6;16;421;1.161;0,99 %;0,37 %;26,17 %;72,16 %;99,69 %;-5
27;SANTANDER;52;CONTRATACION;CONTRATACION;3.795;79,66 %;1.070;TRUE;TRUE;120;32;10;1.485;1.538;2;1.512;10;10;302;0;79,66 %;3.023;2.030;67,15 %;2.012;16;26;458;1.528;1,28 %;0,79 %;22,56 %;75,27 %;99,90 %;-2
29;TOLIMA;115;SUAREZ;SUAREZ;3.800;126,61 %;1.344;TRUE;TRUE;194;20;17;2.263;2.548;5;962;17;17;283;0;126,61 %;4.811;3.162;65,72 %;3.127;27;25;879;2.223;0,79 %;0,85 %;27,80 %;70,30 %;99,75 %;-8
7;BOYACA;60;CUCAITA;CUCAITA;3.862;89,25 %;307;TRUE;FALSE;43;90;10;1.690;1.757;1;3.447;10;10;345;0;89,25 %;3.447;2.536;73,57 %;2.514;15;25;1.091;1.398;0,99 %;0,59 %;43,02 %;55,13 %;99,72 %;-7
44;CAQUETA;17;MORELIA;MORELIA;3.868;102,77 %;958;TRUE;FALSE;465;8;14;1.793;2.182;4;994;14;14;284;0;102,77 %;3.975;2.276;57,26 %;2.248;24;32;629;1.587;1,41 %;1,05 %;27,64 %;69,73 %;99,82 %;-4
7;BOYACA;301;TENZA;TENZA;3.896;92,22 %;1.128;TRUE;TRUE;51;76;11;1.734;1.859;1;3.593;11;11;327;0;92,22 %;3.593;2.530;70,41 %;2.512;15;46;669;1.797;1,82 %;0,59 %;26,44 %;71,03 %;99,88 %;-3
15;CUNDINAMARCA;130;GUTIERREZ;GUTIERREZ;3.934;72,95 %;1.578;TRUE;TRUE;527;7;9;1.351;1.519;1;2.870;9;9;319;0;72,95 %;2.870;2.136;74,43 %;2.129;6;13;269;1.847;0,61 %;0,28 %;12,59 %;86,47 %;99,95 %;-1
1;ANTIOQUIA;230;SAN JOSE DE LA MONTAÑA;SAN JOSE DE LA MONTAÑA;3.943;83,01 %;1.051;TRUE;TRUE;127;31;10;1.524;1.749;1;3.273;10;10;327;0;83,01 %;3.273;1.739;53,13 %;1.714;18;49;307;1.358;2,82 %;1,04 %;17,65 %;78,09 %;99,60 %;-7
7;BOYACA;70;CHISCAS;CHISCAS;3.964;80,05 %;1.233;TRUE;TRUE;655;6;11;1.514;1.659;4;793;11;11;288;0;80,05 %;3.173;1.786;56,29 %;1.781;3;18;265;1.498;1,01 %;0,17 %;14,84 %;83,87 %;99,89 %;-2
7;BOYACA;124;JERICO;JERICO;3.966;84,95 %;1.667;TRUE;TRUE;179;22;12;1.547;1.822;3;1.123;12;12;281;0;84,95 %;3.369;2.086;61,92 %;2.072;9;9;198;1.865;0,43 %;0,43 %;9,49 %;89,41 %;99,76 %;-5
48;LA GUAJIRA;12;LA JAGUA DEL PILAR;LA JAGUA DEL PILAR;4.033;133,08 %;-545;FALSE;FALSE;267;15;16;2.530;2.837;2;2.684;16;16;335;0;133,08 %;5.367;3.085;57,48 %;3.065;15;24;1.793;1.248;0,78 %;0,49 %;58,12 %;40,45 %;99,84 %;-5
60;AMAZONAS;22;TARAPACA;TARAPACA;4.043;39,75 %;-324;FALSE;FALSE;9.153;0;5;737;870;2;804;5;5;321;0;39,75 %;1.607;621;38,64 %;612;8;24;456;132;3,86 %;1,29 %;73,43 %;21,26 %;99,84 %;-1
60;AMAZONAS;16;LA PEDRERA;LA PEDRERA;4.051;33,28 %;-359;FALSE;FALSE;13.945;0;4;613;735;1;1.348;4;4;337;0;33,28 %;1.348;472;35,01 %;467;1;4;411;52;0,85 %;0,21 %;87,08 %;11,02 %;99,15 %;-4
52;META;28;EL DORADO;EL DORADO;4.065;96,68 %;1.406;TRUE;TRUE;115;35;13;1.933;1.997;3;1.310;13;13;302;0;96,68 %;3.930;2.813;71,58 %;2.778;33;36;668;2.074;1,28 %;1,17 %;23,75 %;73,73 %;99,93 %;-2
27;SANTANDER;208;SURATA;SURATA;4.091;89,83 %;1.528;TRUE;TRUE;348;12;13;1.721;1.954;5;735;13;13;283;0;89,83 %;3.675;2.486;67,65 %;2.465;19;35;451;1.979;1,41 %;0,76 %;18,14 %;79,61 %;99,92 %;-2
27;SANTANDER;88;GAMBITA;GAMBITA;4.118;84,80 %;1.729;TRUE;TRUE;606;7;13;1.574;1.918;5;698;13;13;269;0;84,80 %;3.492;2.531;72,48 %;2.518;7;21;384;2.113;0,83 %;0,28 %;15,17 %;83,48 %;99,76 %;-6
15;CUNDINAMARCA;181;NIMAIMA;NIMAIMA;4.150;82,87 %;1.514;TRUE;TRUE;59;70;11;1.585;1.854;3;1.146;11;11;313;0;82,87 %;3.439;2.472;71,88 %;2.458;9;26;459;1.973;1,05 %;0,36 %;18,57 %;79,81 %;99,80 %;-5
1;ANTIOQUIA;85;CAROLINA;CAROLINA;4.160;103,58 %;1.211;TRUE;TRUE;200;21;13;2.115;2.194;1;4.309;13;13;331;0;103,58 %;4.309;2.630;61,04 %;2.599;26;44;672;1.883;1,67 %;0,99 %;25,55 %;71,60 %;99,81 %;-5
29;TOLIMA;80;MURILLO;MURILLO;4.174;89,70 %;444;TRUE;FALSE;364;11;12;1.659;2.085;3;1.248;12;12;312;0;89,70 %;3.744;1.901;50,77 %;1.881;17;19;709;1.153;1,00 %;0,89 %;37,30 %;60,65 %;99,84 %;-3
27;SANTANDER;148;ONZAGA;ONZAGA;4.188;85,03 %;1.718;TRUE;TRUE;486;9;14;1.657;1.904;6;594;14;14;254;0;85,03 %;3.561;2.316;65,04 %;2.294;12;18;279;1.997;0,78 %;0,52 %;12,05 %;86,23 %;99,57 %;-10
7;BOYACA;82;EL COCUY;EL COCUY;4.196;79,98 %;1.238;TRUE;TRUE;253;17;11;1.593;1.763;4;839;11;11;305;0;79,98 %;3.356;2.086;62,16 %;2.057;28;51;384;1.622;2,44 %;1,34 %;18,41 %;77,76 %;99,95 %;-1
27;SANTANDER;139;MOLAGAVITA;MOLAGAVITA;4.213;92,90 %;1.953;TRUE;TRUE;197;21;17;1.775;2.139;12;326;17;17;230;0;92,90 %;3.914;2.534;64,74 %;2.521;12;18;275;2.228;0,71 %;0,47 %;10,85 %;87,92 %;99,96 %;-1
7;BOYACA;199;PAZ DE RIO;PAZ DE RIO;4.281;94,53 %;-299;FALSE;FALSE;116;37;13;2.004;2.043;2;2.024;13;13;311;0;94,53 %;4.047;2.654;65,58 %;2.619;32;52;1.433;1.134;1,96 %;1,21 %;53,99 %;42,73 %;99,89 %;-3
25;NORTE DE SAN;55;LOURDES;LOURDES;4.290;88,88 %;2.399;TRUE;TRUE;87;49;11;1.743;2.070;1;3.813;11;11;347;0;88,88 %;3.813;2.712;71,13 %;2.706;4;25;141;2.540;0,92 %;0,15 %;5,20 %;93,66 %;99,93 %;-2
15;CUNDINAMARCA;163;MANTA;MANTA;4.294;93,71 %;1.776;TRUE;TRUE;105;41;12;1.914;2.110;1;4.024;12;12;335;0;93,71 %;4.024;2.960;73,56 %;2.944;11;38;565;2.341;1,28 %;0,37 %;19,09 %;79,09 %;99,83 %;-5
27;SANTANDER;103;GUAVATA;GUAVATA;4.300;106,67 %;970;TRUE;FALSE;56;77;13;2.146;2.441;1;4.587;13;13;353;0;106,67 %;4.587;3.020;65,84 %;2.999;19;41;994;1.964;1,36 %;0,63 %;32,91 %;65,03 %;99,93 %;-2
7;BOYACA;292;SUTATENZA;SUTATENZA;4.305;91,48 %;1.059;TRUE;FALSE;41;105;12;1.972;1.966;1;3.938;12;12;328;0;91,48 %;3.938;2.811;71,38 %;2.771;33;40;836;1.895;1,42 %;1,17 %;29,74 %;67,41 %;99,75 %;-7
72;VICHADA;2;SANTA ROSALIA;SANTA ROSALIA;4.340;79,65 %;1.030;TRUE;TRUE;3.937;1;12;1.608;1.849;4;864;12;12;288;0;79,65 %;3.457;1.949;56,38 %;1.938;11;22;443;1.473;1,13 %;0,56 %;22,73 %;75,58 %;100,00 %;0
40;ARAUCA;15;CRAVO NORTE;CRAVO NORTE;4.341;85,30 %;896;TRUE;TRUE;5.301;1;11;1.652;2.051;1;3.703;11;11;337;0;85,30 %;3.703;1.714;46,29 %;1.707;6;21;395;1.291;1,23 %;0,35 %;23,05 %;75,32 %;99,94 %;-1
23;NARIÑO;96;NARIÑO;NARIÑO;4.355;119,98 %;-1.402;FALSE;FALSE;50;87;16;2.705;2.520;3;1.742;16;16;327;0;119,98 %;5.225;3.970;75,98 %;3.926;40;40;2.644;1.242;1,01 %;1,01 %;66,60 %;31,28 %;99,90 %;-4
27;SANTANDER;37;CARCASI;CARCASI;4.370;84,12 %;1.793;TRUE;TRUE;426;10;16;1.649;2.027;10;368;16;16;230;0;84,12 %;3.676;2.357;64,12 %;2.349;7;26;265;2.058;1,10 %;0,30 %;11,24 %;87,31 %;99,96 %;-1
7;BOYACA;157;MONGUI;MONGUI;4.377;91,98 %;1.036;TRUE;FALSE;69;63;12;2.095;1.931;1;4.026;12;12;336;0;91,98 %;4.026;3.027;75,19 %;3.001;22;41;962;1.998;1,35 %;0,73 %;31,78 %;66,01 %;99,87 %;-4
7;BOYACA;112;GUICAN;GUICAN;4.386;70,13 %;307;TRUE;FALSE;917;5;12;1.466;1.610;5;615;12;12;256;0;70,13 %;3.076;1.876;60,99 %;1.850;22;31;756;1.063;1,65 %;1,17 %;40,30 %;56,66 %;99,79 %;-4
27;SANTANDER;187;SAN JOSE DE MIRANDA;SAN JOSE DE MIRANDA;4.401;102,29 %;2.260;TRUE;TRUE;85;52;16;2.131;2.371;7;643;16;16;281;0;102,29 %;4.502;3.196;70,99 %;3.173;21;41;436;2.696;1,28 %;0,66 %;13,64 %;84,36 %;99,94 %;-2
19;HUILA;31;ELIAS;ELIAS;4.404;89,96 %;1.262;TRUE;TRUE;82;54;13;1.844;2.118;3;1.321;13;13;305;0;89,96 %;3.962;2.643;66,71 %;2.626;11;34;665;1.927;1,29 %;0,42 %;25,16 %;72,91 %;99,77 %;-6
7;BOYACA;316;TOGUI;TOGUI;4.420;101,11 %;1.573;TRUE;TRUE;118;37;13;2.044;2.425;2;2.235;13;13;344;0;101,11 %;4.469;2.737;61,24 %;2.712;20;27;556;2.129;0,99 %;0,73 %;20,31 %;77,79 %;99,82 %;-5
27;SANTANDER;7;ALBANIA;ALBANIA;4.450;81,28 %;1.296;TRUE;TRUE;167;27;15;1.673;1.944;7;517;15;15;241;0;81,28 %;3.617;2.302;63,64 %;2.285;12;17;486;1.782;0,74 %;0,52 %;21,11 %;77,41 %;99,78 %;-5
19;HUILA;16;ALTAMIRA;ALTAMIRA;4.472;79,99 %;394;TRUE;FALSE;188;24;11;1.769;1.808;1;3.577;11;11;325;0;79,99 %;3.577;2.337;65,33 %;2.325;11;33;949;1.343;1,41 %;0,47 %;40,61 %;57,47 %;99,96 %;-1
7;BOYACA;31;BUENAVISTA;BUENAVISTA;4.483;111,71 %;2.158;TRUE;TRUE;144;31;16;2.273;2.735;4;1.252;16;16;313;0;111,71 %;5.008;3.458;69,05 %;3.437;19;35;622;2.780;1,01 %;0,55 %;17,99 %;80,39 %;99,94 %;-2
29;TOLIMA;4;ALPUJARRA;ALPUJARRA;4.491;83,37 %;1.342;TRUE;TRUE;473;9;15;1.758;1.986;7;535;15;15;250;0;83,37 %;3.744;2.383;63,65 %;2.359;21;27;495;1.837;1,13 %;0,88 %;20,77 %;77,09 %;99,87 %;-3
44;CAQUETA;2;ALBANIA;ALBANIA;4.538;99,54 %;820;TRUE;FALSE;167;27;14;2.164;2.353;2;2.259;14;14;323;0;99,54 %;4.517;2.837;62,81 %;2.790;37;62;954;1.774;2,19 %;1,30 %;33,63 %;62,53 %;99,65 %;-10
27;SANTANDER;97;GUADALUPE;GUADALUPE;4.584;93,59 %;2.299;TRUE;TRUE;382;12;15;2.014;2.276;5;858;15;15;286;0;93,59 %;4.290;3.122;72,77 %;3.110;10;27;392;2.691;0,86 %;0,32 %;12,56 %;86,19 %;99,94 %;-2
25;NORTE DE SAN;58;MUTISCUA;MUTISCUA;4.638;72,29 %;2.069;TRUE;TRUE;159;29;10;1.580;1.773;3;1.118;10;10;335;0;72,29 %;3.353;2.423;72,26 %;2.406;10;25;156;2.225;1,03 %;0,41 %;6,44 %;91,83 %;99,71 %;-7
7;BOYACA;154;MONGUA;MONGUA;4.710;87,01 %;2.183;TRUE;TRUE;365;13;13;2.112;1.986;3;1.366;13;13;315;0;87,01 %;4.098;3.160;77,11 %;3.149;7;18;474;2.657;0,57 %;0,22 %;15,00 %;84,08 %;99,87 %;-4
7;BOYACA;346;ZETAQUIRA;ZETAQUIRA;4.716;98,37 %;1.517;TRUE;TRUE;226;21;14;2.251;2.388;1;4.639;14;14;331;0;98,37 %;4.639;3.212;69,24 %;3.197;13;40;820;2.337;1,25 %;0,40 %;25,53 %;72,76 %;99,94 %;-2
15;CUNDINAMARCA;193;PAIME;PAIME;4.719;108,98 %;1.806;TRUE;TRUE;171;28;17;2.338;2.805;5;1.029;17;17;303;0;108,98 %;5.143;3.062;59,54 %;3.049;8;27;608;2.414;0,88 %;0,26 %;19,86 %;78,84 %;99,84 %;-5
15;CUNDINAMARCA;295;TOPAIPI;TOPAIPI;4.725;91,89 %;1.610;TRUE;TRUE;150;32;13;1.956;2.386;3;1.447;13;13;334;0;91,89 %;4.342;2.559;58,94 %;2.543;11;29;452;2.062;1,13 %;0,43 %;17,66 %;80,58 %;99,80 %;-5
1;ANTIOQUIA;78;CARACOLI;CARACOLI;4.746;102,30 %;1.061;TRUE;TRUE;260;18;16;2.262;2.593;4;1.214;16;16;303;0;102,30 %;4.855;2.312;47,62 %;2.285;21;30;597;1.658;1,30 %;0,91 %;25,82 %;71,71 %;99,74 %;-6
7;BOYACA;46;CIENEGA;CIENEGA;4.747;81,34 %;2.074;TRUE;TRUE;73;65;11;1.888;1.973;1;3.861;11;11;351;0;81,34 %;3.861;2.875;74,46 %;2.859;11;31;377;2.451;1,08 %;0,38 %;13,11 %;85,25 %;99,83 %;-5
28;SUCRE;45;CHALAN;CHALAN;4.761;108,34 %;-79;FALSE;FALSE;76;63;17;2.396;2.762;4;1.290;17;17;303;0;108,34 %;5.158;3.124;60,57 %;3.103;10;22;1.580;1.501;0,70 %;0,32 %;50,58 %;48,05 %;99,65 %;-11
12;CESAR;525;GONZALEZ;GONZALEZ;4.794;105,55 %;1.087;TRUE;FALSE;75;64;20;2.403;2.657;10;506;20;20;253;0;105,55 %;5.060;2.886;57,04 %;2.854;31;71;848;1.935;2,46 %;1,07 %;29,38 %;67,05 %;99,97 %;-1
15;CUNDINAMARCA;52;CHAGUANI;CHAGUANI;4.813;82,78 %;1.412;TRUE;TRUE;142;34;12;1.779;2.205;1;3.984;12;12;332;0;82,78 %;3.984;2.560;64,26 %;2.539;14;19;554;1.966;0,74 %;0,55 %;21,64 %;76,80 %;99,73 %;-7
7;BOYACA;68;CHIQUIZA;CHIQUIZA;4.837;98,59 %;1.268;TRUE;FALSE;71;68;15;2.182;2.587;2;2.385;15;15;318;0;98,59 %;4.769;3.127;65,57 %;3.098;26;22;904;2.172;0,70 %;0,83 %;28,91 %;69,46 %;99,90 %;-3
15;CUNDINAMARCA;97;GACHALA;GACHALA;4.858;106,07 %;1.385;TRUE;TRUE;448;11;18;2.332;2.821;5;1.031;18;18;286;0;106,07 %;5.153;3.106;60,28 %;3.080;20;33;831;2.216;1,06 %;0,64 %;26,75 %;71,35 %;99,81 %;-6
1;ANTIOQUIA;79;CARAMANTA;CARAMANTA;4.868;102,01 %;1.576;TRUE;TRUE;86;57;16;2.318;2.648;4;1.242;16;16;310;0;102,01 %;4.966;2.802;56,42 %;2.762;29;34;576;2.152;1,21 %;1,03 %;20,56 %;76,80 %;99,61 %;-11
15;CUNDINAMARCA;316;UTICA;UTICA;4.890;102,90 %;2.536;TRUE;TRUE;92;53;15;2.345;2.687;1;5.032;15;15;335;0;102,90 %;5.032;3.504;69,63 %;3.484;16;32;458;2.994;0,91 %;0,46 %;13,07 %;85,45 %;99,89 %;-4
7;BOYACA;22;BOAVITA;BOAVITA;4.892;99,73 %;1.485;TRUE;TRUE;159;31;15;2.354;2.525;3;1.626;15;15;325;0;99,73 %;4.879;2.941;60,28 %;2.916;23;27;702;2.187;0,92 %;0,78 %;23,87 %;74,36 %;99,93 %;-2
15;CUNDINAMARCA;318;VENECIA;VENECIA;4.907;77,22 %;465;TRUE;FALSE;121;41;13;1.753;2.036;4;947;13;13;291;0;77,22 %;3.789;2.408;63,55 %;2.398;8;25;954;1.419;1,04 %;0,33 %;39,62 %;58,93 %;99,92 %;-2
1;ANTIOQUIA;10;ALEJANDRIA;ALEJANDRIA;4.920;96,40 %;1.946;TRUE;TRUE;151;33;14;2.256;2.487;1;4.743;14;14;339;0;96,40 %;4.743;3.024;63,76 %;2.997;16;43;504;2.450;1,42 %;0,53 %;16,67 %;81,02 %;99,64 %;-11
25;NORTE DE SAN;34;DURANIA;DURANIA;4.926;141,92 %;2.501;TRUE;TRUE;177;28;22;3.357;3.634;4;1.748;22;22;318;0;141,92 %;6.991;3.302;47,23 %;3.280;18;31;374;2.875;0,94 %;0,55 %;11,33 %;87,07 %;99,88 %;-4
7;BOYACA;97;GAMEZA;GAMEZA;4.947;81,20 %;1.808;TRUE;TRUE;88;56;13;1.979;2.038;2;2.009;13;13;309;0;81,20 %;4.017;2.889;71,92 %;2.873;14;25;520;2.328;0,87 %;0,48 %;18,00 %;80,58 %;99,93 %;-2
1;ANTIOQUIA;97;CONCEPCION;CONCEPCION;4.983;91,61 %;2.174;TRUE;TRUE;686;7;13;2.213;2.352;1;4.565;13;13;351;0;91,61 %;4.565;2.996;65,63 %;2.974;15;56;372;2.546;1,87 %;0,50 %;12,42 %;84,98 %;99,77 %;-7
27;SANTANDER;157;PARAMO;PARAMO;4.997;80,61 %;2.217;TRUE;TRUE;81;62;12;1.928;2.100;1;4.028;12;12;336;0;80,61 %;4.028;3.194;79,29 %;3.178;14;31;465;2.682;0,97 %;0,44 %;14,56 %;83,97 %;99,94 %;-2
29;TOLIMA;127;VILLARRICA;VILLARRICA;4.997;103,06 %;1.596;TRUE;TRUE;460;11;17;2.261;2.889;5;1.030;17;17;303;0;103,06 %;5.150;3.040;59,03 %;3.019;14;23;700;2.296;0,76 %;0,46 %;23,03 %;75,53 %;99,77 %;-7
27;SANTANDER;118;LA PAZ;LA PAZ;5.045;80,54 %;1.823;TRUE;TRUE;270;19;14;1.868;2.195;4;1.016;14;14;290;0;80,54 %;4.063;2.537;62,44 %;2.511;23;28;330;2.153;1,10 %;0,91 %;13,01 %;84,86 %;99,88 %;-3
9;CALDAS;120;SAN JOSE;SAN JOSE;5.050;98,22 %;987;TRUE;FALSE;53;95;16;2.291;2.669;3;1.653;16;16;310;0;98,22 %;4.960;2.936;59,19 %;2.891;34;54;925;1.912;1,84 %;1,16 %;31,51 %;65,12 %;99,63 %;-11
17;CHOCO;37;SAN JOSE DEL PALMAR;SAN JOSE DEL PALMAR;5.078;84,13 %;-791;FALSE;FALSE;947;5;21;1.920;2.352;14;305;21;21;203;0;84,13 %;4.272;2.211;51,76 %;2.152;46;49;1.447;656;2,22 %;2,08 %;65,45 %;29,67 %;99,41 %;-13
7;BOYACA;215;QUIPAMA;QUIPAMA;5.080;97,74 %;1.692;TRUE;TRUE;182;28;17;2.036;2.929;6;828;17;17;292;0;97,74 %;4.965;2.833;57,06 %;2.801;28;21;544;2.236;0,74 %;0,99 %;19,20 %;78,93 %;99,86 %;-4
7;BOYACA;238;SAN JOSE DE PARE;SAN JOSE DE PARE;5.098;107,96 %;2.102;TRUE;TRUE;73;70;18;2.525;2.979;5;1.101;18;18;306;0;107,96 %;5.504;3.504;63,66 %;3.481;14;25;677;2.779;0,71 %;0,40 %;19,32 %;79,31 %;99,74 %;-9
15;CUNDINAMARCA;283;TIBACUY;TIBACUY;5.116;89,50 %;612;TRUE;FALSE;84;61;14;2.191;2.388;3;1.526;14;14;327;0;89,50 %;4.579;3.143;68,64 %;3.113;24;37;1.232;1.844;1,18 %;0,76 %;39,20 %;58,67 %;99,81 %;-6
15;CUNDINAMARCA;322;VIANI;VIANI;5.147;84,81 %;1.258;TRUE;FALSE;68;76;13;2.040;2.325;1;4.365;13;13;336;0;84,81 %;4.365;3.034;69,51 %;3.018;14;32;864;2.122;1,05 %;0,46 %;28,48 %;69,94 %;99,93 %;-2
40;ARAUCA;20;PUERTO RONDON;PUERTO RONDON;5.154;75,79 %;1.229;TRUE;TRUE;2.186;2;12;1.772;2.134;1;3.906;12;12;326;0;75,79 %;3.906;1.877;48,05 %;1.865;8;26;305;1.534;1,39 %;0,43 %;16,25 %;81,73 %;99,79 %;-4
